"drug","uM","time","mean","time2","sd"
"AS1842856","3.3",76.77431694,0.7436,51.0887978143169,NA
"AS1842856","3.3",77.02431694,0.7694,51.3387978143169,NA
"AS1842856","3.3",77.27431694,0.7514,51.5887978143169,NA
"AS1842856","3.3",77.524590164,0.7475,51.8390710383169,NA
"AS1842856","3.3",77.774590164,0.754,52.0890710383169,NA
"AS1842856","3.3",78.024590164,0.7538,52.3390710383169,NA
"AS1842856","3.3",78.274863388,0.7543,52.5893442623169,NA
"AS1842856","3.3",78.524863388,0.758,52.8393442623169,NA
"AS1842856","3.3",78.775136612,0.7615,53.0896174863169,NA
"AS1842856","3.3",79.025136612,0.7584,53.3396174863169,NA
"AS1842856","3.3",79.275136612,0.7597,53.5896174863169,NA
"AS1842856","3.3",79.525409836,0.7604,53.8398907103169,NA
"AS1842856","3.3",79.77568306,0.7608,54.0901639343169,NA
"AS1842856","3.3",80.02568306,0.7576,54.3401639343169,NA
"AS1842856","3.3",80.275956284,0.757,54.5904371583169,NA
"AS1842856","3.3",80.526229508,0.7539,54.8407103823169,NA
"AS1842856","3.3",80.776229508,0.757,55.0907103823169,NA
"AS1842856","3.3",81.026229508,0.7536,55.3407103823169,NA
"AS1842856","3.3",81.276502732,0.75,55.5909836063169,NA
"AS1842856","3.3",81.526775956,0.7524,55.8412568303169,NA
"AS1842856","3.3",81.776775956,0.7495,56.0912568303169,NA
"AS1842856","3.3",82.026775956,0.7492,56.3412568303169,NA
"AS1842856","3.3",82.276775956,0.7508,56.5912568303169,NA
"AS1842856","3.3",82.526775956,0.7524,56.8412568303169,NA
"AS1842856","3.3",82.77704918,0.7524,57.0915300543169,NA
"AS1842856","3.3",83.02704918,0.751,57.3415300543169,NA
"AS1842856","3.3",83.277322404,0.75,57.5918032783169,NA
"AS1842856","3.3",83.527322404,0.7484,57.8418032783169,NA
"AS1842856","3.3",83.777595628,0.7515,58.0920765023169,NA
"AS1842856","3.3",84.027868852,0.7522,58.3423497263169,NA
"AS1842856","3.3",84.278142077,0.7507,58.5926229513169,NA
"AS1842856","3.3",84.528142077,0.7509,58.8426229513169,NA
"AS1842856","3.3",84.778415301,0.749,59.0928961753169,NA
"AS1842856","3.3",85.028415301,0.7498,59.3428961753169,NA
"AS1842856","3.3",85.278688525,0.746,59.5931693993169,NA
"AS1842856","3.3",85.528688525,0.7438,59.8431693993169,NA
"AS1842856","3.3",85.778961749,0.7433,60.0934426233169,NA
"AS1842856","3.3",86.028961749,0.7466,60.3434426233169,NA
"AS1842856","3.3",86.278961749,0.7496,60.5934426233169,NA
"AS1842856","3.3",86.529234973,0.7451,60.8437158473169,NA
"AS1842856","3.3",86.779234973,0.7479,61.0937158473169,NA
"AS1842856","3.3",87.029234973,0.7459,61.3437158473169,NA
"AS1842856","3.3",87.279508197,0.7461,61.5939890713169,NA
"AS1842856","3.3",87.529508197,0.7476,61.8439890713169,NA
"AS1842856","3.3",87.779508197,0.7467,62.0939890713169,NA
"AS1842856","3.3",88.029781421,0.7492,62.3442622953169,NA
"AS1842856","3.3",88.279781421,0.7485,62.5942622953169,NA
"AS1842856","3.3",88.530054645,0.7474,62.8445355193169,NA
"AS1842856","3.3",88.780054645,0.747,63.0945355193169,NA
"AS1842856","3.3",89.030054645,0.7479,63.3445355193169,NA
"AS1842856","3.3",89.280327869,0.745,63.5948087433169,NA
"AS1842856","3.3",89.530327869,0.7435,63.8448087433169,NA
"AS1842856","3.3",89.780601093,0.7437,64.0950819673169,NA
"AS1842856","3.3",90.030601093,0.7378,64.3450819673169,NA
"AS1842856","3.3",90.280601093,0.7416,64.5950819673169,NA
"AS1842856","3.3",90.530874317,0.7438,64.8453551913169,NA
"AS1842856","3.3",90.781147541,0.7423,65.0956284153169,NA
"AS1842856","3.3",91.031147541,0.7431,65.3456284153169,NA
"AS1842856","3.3",91.281147541,0.7443,65.5956284153169,NA
"AS1842856","3.3",91.531420765,0.7459,65.8459016393169,NA
"AS1842856","3.3",91.781420765,0.741,66.0959016393169,NA
"AS1842856","3.3",92.031693989,0.741,66.3461748633169,NA
"AS1842856","3.3",92.281693989,0.7422,66.5961748633169,NA
"AS1842856","3.3",92.531967213,0.7425,66.8464480873169,NA
"AS1842856","3.3",92.781967213,0.7401,67.0964480873169,NA
"AS1842856","3.3",93.031967213,0.738,67.3464480873169,NA
"AS1842856","3.3",93.281967213,0.7368,67.5964480873169,NA
"AS1842856","3.3",93.532240437,0.7343,67.8467213113169,NA
"AS1842856","3.3",93.782240437,0.7339,68.0967213113169,NA
"AS1842856","3.3",94.032240437,0.7359,68.3467213113169,NA
"AS1842856","3.3",94.282513661,0.7331,68.5969945353169,NA
"AS1842856","3.3",94.532786885,0.7345,68.8472677593169,NA
"AS1842856","3.3",94.783333333,0.7332,69.0978142073169,NA
"AS1842856","3.3",95.033333333,0.7339,69.3478142073169,NA
"AS1842856","3.3",95.283333333,0.7335,69.5978142073169,NA
"AS1842856","3.3",95.533333333,0.7321,69.8478142073169,NA
"AS1842856","3.3",95.783606557,0.7315,70.0980874313169,NA
"AS1842856","3.3",96.033879781,0.7348,70.3483606553169,NA
"AS1842856","3.3",96.283879781,0.731,70.5983606553169,NA
"AS1842856","3.3",96.534153005,0.7301,70.8486338793169,NA
"AS1842856","3.3",96.784153005,0.729,71.0986338793169,NA
"AS1842856","3.3",97.034153005,0.7262,71.3486338793169,NA
"AS1842856","3.3",97.284153005,0.7256,71.5986338793169,NA
"AS1842856","3.3",97.534153005,0.7318,71.8486338793169,NA
"AS1842856","3.3",97.784153005,0.7261,72.0986338793169,NA
"AS1842856","3.3",98.03442623,0.7246,72.3489071043169,NA
"AS1842856","3.3",98.284699454,0.7243,72.5991803283169,NA
"AS1842856","3.3",98.534699454,0.7271,72.8491803283169,NA
"AS1842856","3.3",98.784699454,0.723,73.0991803283169,NA
"AS1842856","3.3",99.034699454,0.7197,73.3491803283169,NA
"AS1842856","3.3",99.284972678,0.7184,73.5994535523169,NA
"AS1842856","3.3",99.535245902,0.7197,73.8497267763169,NA
"AS1842856","3.3",99.785245902,0.72,74.0997267763169,NA
"PD184352 (CI-1040)","3.3",0,0,-25.6855191256831,NA
"PD184352 (CI-1040)","3.3",0.003278689,-7e-04,-25.6822404366831,NA
"PD184352 (CI-1040)","3.3",0.023224044,-0.0024,-25.6622950816831,NA
"PD184352 (CI-1040)","3.3",0.03989071,-0.0018,-25.6456284156831,NA
"PD184352 (CI-1040)","3.3",0.056557377,-0.0033,-25.6289617486831,NA
"PD184352 (CI-1040)","3.3",0.073224044,-0.005,-25.6122950816831,NA
"PD184352 (CI-1040)","3.3",0.08989071,-0.0072,-25.5956284156831,NA
"PD184352 (CI-1040)","3.3",0.106557377,-0.01,-25.5789617486831,NA
"PD184352 (CI-1040)","3.3",0.123224044,-0.0114,-25.5622950816831,NA
"PD184352 (CI-1040)","3.3",0.13989071,-0.015,-25.5456284156831,NA
"PD184352 (CI-1040)","3.3",0.156557377,-0.0136,-25.5289617486831,NA
"PD184352 (CI-1040)","3.3",0.173224044,-0.0156,-25.5122950816831,NA
"PD184352 (CI-1040)","3.3",1.372404372,0.0336,-24.3131147536831,NA
"PD184352 (CI-1040)","3.3",1.539071038,0.0339,-24.1464480876831,NA
"PD184352 (CI-1040)","3.3",1.705737705,0.033,-23.9797814206831,NA
"PD184352 (CI-1040)","3.3",1.872404372,0.0313,-23.8131147536831,NA
"PD184352 (CI-1040)","3.3",2.039071038,0.0307,-23.6464480876831,NA
"PD184352 (CI-1040)","3.3",2.205737705,0.0308,-23.4797814206831,NA
"PD184352 (CI-1040)","3.3",2.372404372,0.0303,-23.3131147536831,NA
"PD184352 (CI-1040)","3.3",2.539071038,0.0296,-23.1464480876831,NA
"PD184352 (CI-1040)","3.3",2.705737705,0.0313,-22.9797814206831,NA
"PD184352 (CI-1040)","3.3",2.872404372,0.0313,-22.8131147536831,NA
"PD184352 (CI-1040)","3.3",3.039071038,0.0313,-22.6464480876831,NA
"PD184352 (CI-1040)","3.3",3.205737705,0.031,-22.4797814206831,NA
"PD184352 (CI-1040)","3.3",3.372404372,0.0296,-22.3131147536831,NA
"PD184352 (CI-1040)","3.3",3.539071038,0.0292,-22.1464480876831,NA
"PD184352 (CI-1040)","3.3",3.705737705,0.0309,-21.9797814206831,NA
"PD184352 (CI-1040)","3.3",3.872404372,0.03,-21.8131147536831,NA
"PD184352 (CI-1040)","3.3",4.039071038,0.0298,-21.6464480876831,NA
"PD184352 (CI-1040)","3.3",4.205737705,0.0321,-21.4797814206831,NA
"PD184352 (CI-1040)","3.3",4.372404372,0.0302,-21.3131147536831,NA
"PD184352 (CI-1040)","3.3",4.539071038,0.0305,-21.1464480876831,NA
"PD184352 (CI-1040)","3.3",4.705737705,0.031,-20.9797814206831,NA
"PD184352 (CI-1040)","3.3",4.872131148,0.0322,-20.8133879776831,NA
"PD184352 (CI-1040)","3.3",5.038797814,0.0323,-20.6467213116831,NA
"PD184352 (CI-1040)","3.3",5.205464481,0.0327,-20.4800546446831,NA
"PD184352 (CI-1040)","3.3",5.372131148,0.0332,-20.3133879776831,NA
"PD184352 (CI-1040)","3.3",5.538797814,0.0321,-20.1467213116831,NA
"PD184352 (CI-1040)","3.3",5.705464481,0.0304,-19.9800546446831,NA
"PD184352 (CI-1040)","3.3",5.872131148,0.0321,-19.8133879776831,NA
"PD184352 (CI-1040)","3.3",6.038797814,0.0326,-19.6467213116831,NA
"PD184352 (CI-1040)","3.3",6.205464481,0.0315,-19.4800546446831,NA
"PD184352 (CI-1040)","3.3",6.372131148,0.0332,-19.3133879776831,NA
"PD184352 (CI-1040)","3.3",6.538797814,0.0345,-19.1467213116831,NA
"PD184352 (CI-1040)","3.3",6.705464481,0.0329,-18.9800546446831,NA
"PD184352 (CI-1040)","3.3",6.872131148,0.0338,-18.8133879776831,NA
"PD184352 (CI-1040)","3.3",7.038797814,0.0348,-18.6467213116831,NA
"PD184352 (CI-1040)","3.3",7.205464481,0.0362,-18.4800546446831,NA
"PD184352 (CI-1040)","3.3",7.372131148,0.0365,-18.3133879776831,NA
"PD184352 (CI-1040)","3.3",7.538797814,0.0394,-18.1467213116831,NA
"PD184352 (CI-1040)","3.3",7.705464481,0.0387,-17.9800546446831,NA
"PD184352 (CI-1040)","3.3",7.872131148,0.0396,-17.8133879776831,NA
"PD184352 (CI-1040)","3.3",8.038797814,0.0401,-17.6467213116831,NA
"PD184352 (CI-1040)","3.3",8.205464481,0.0429,-17.4800546446831,NA
"PD184352 (CI-1040)","3.3",8.372131148,0.0447,-17.3133879776831,NA
"PD184352 (CI-1040)","3.3",8.538797814,0.0453,-17.1467213116831,NA
"PD184352 (CI-1040)","3.3",8.705464481,0.049,-16.9800546446831,NA
"PD184352 (CI-1040)","3.3",8.872131148,0.0498,-16.8133879776831,NA
"PD184352 (CI-1040)","3.3",9.038797814,0.0509,-16.6467213116831,NA
"PD184352 (CI-1040)","3.3",9.205464481,0.0543,-16.4800546446831,NA
"PD184352 (CI-1040)","3.3",9.372131148,0.0568,-16.3133879776831,NA
"PD184352 (CI-1040)","3.3",9.538797814,0.0576,-16.1467213116831,NA
"PD184352 (CI-1040)","3.3",9.705464481,0.0609,-15.9800546446831,NA
"PD184352 (CI-1040)","3.3",9.872131148,0.061,-15.8133879776831,NA
"PD184352 (CI-1040)","3.3",10.038797814,0.0649,-15.6467213116831,NA
"PD184352 (CI-1040)","3.3",10.205464481,0.0673,-15.4800546446831,NA
"PD184352 (CI-1040)","3.3",10.372131148,0.0683,-15.3133879776831,NA
"PD184352 (CI-1040)","3.3",10.538797814,0.0709,-15.1467213116831,NA
"PD184352 (CI-1040)","3.3",10.705464481,0.0751,-14.9800546446831,NA
"PD184352 (CI-1040)","3.3",10.872131148,0.0767,-14.8133879776831,NA
"PD184352 (CI-1040)","3.3",11.038797814,0.0796,-14.6467213116831,NA
"PD184352 (CI-1040)","3.3",11.205464481,0.0833,-14.4800546446831,NA
"PD184352 (CI-1040)","3.3",11.372131148,0.0862,-14.3133879776831,NA
"PD184352 (CI-1040)","3.3",11.538797814,0.0885,-14.1467213116831,NA
"PD184352 (CI-1040)","3.3",11.705464481,0.0901,-13.9800546446831,NA
"PD184352 (CI-1040)","3.3",11.872131148,0.0951,-13.8133879776831,NA
"PD184352 (CI-1040)","3.3",12.038797814,0.0975,-13.6467213116831,NA
"PD184352 (CI-1040)","3.3",12.205464481,0.1006,-13.4800546446831,NA
"PD184352 (CI-1040)","3.3",12.372131148,0.1055,-13.3133879776831,NA
"PD184352 (CI-1040)","3.3",12.538797814,0.1078,-13.1467213116831,NA
"PD184352 (CI-1040)","3.3",12.705464481,0.1101,-12.9800546446831,NA
"PD184352 (CI-1040)","3.3",12.872131148,0.1142,-12.8133879776831,NA
"PD184352 (CI-1040)","3.3",13.038797814,0.1156,-12.6467213116831,NA
"PD184352 (CI-1040)","3.3",13.205464481,0.117,-12.4800546446831,NA
"PD184352 (CI-1040)","3.3",13.372131148,0.122,-12.3133879776831,NA
"PD184352 (CI-1040)","3.3",13.538797814,0.1253,-12.1467213116831,NA
"PD184352 (CI-1040)","3.3",13.705464481,0.1278,-11.9800546446831,NA
"PD184352 (CI-1040)","3.3",13.872131148,0.1325,-11.8133879776831,NA
"PD184352 (CI-1040)","3.3",14.038797814,0.1356,-11.6467213116831,NA
"PD184352 (CI-1040)","3.3",14.205464481,0.1407,-11.4800546446831,NA
"PD184352 (CI-1040)","3.3",14.372131148,0.1428,-11.3133879776831,NA
"PD184352 (CI-1040)","3.3",14.538797814,0.1481,-11.1467213116831,NA
"PD184352 (CI-1040)","3.3",14.705464481,0.151,-10.9800546446831,NA
"PD184352 (CI-1040)","3.3",14.872131148,0.1553,-10.8133879776831,NA
"PD184352 (CI-1040)","3.3",15.038797814,0.1581,-10.6467213116831,NA
"PD184352 (CI-1040)","3.3",15.205464481,0.1622,-10.4800546446831,NA
"PD184352 (CI-1040)","3.3",15.372131148,0.1641,-10.3133879776831,NA
"PD184352 (CI-1040)","3.3",15.538797814,0.1689,-10.1467213116831,NA
"PD184352 (CI-1040)","3.3",15.705464481,0.1731,-9.98005464468306,NA
"PD184352 (CI-1040)","3.3",15.872131148,0.1777,-9.81338797768306,NA
"PD184352 (CI-1040)","3.3",16.038797814,0.1819,-9.64672131168306,NA
"PD184352 (CI-1040)","3.3",16.205464481,0.1828,-9.48005464468306,NA
"PD184352 (CI-1040)","3.3",16.372131148,0.1882,-9.31338797768306,NA
"PD184352 (CI-1040)","3.3",16.538797814,0.1922,-9.14672131168306,NA
"PD184352 (CI-1040)","3.3",16.705464481,0.1958,-8.98005464468306,NA
"PD184352 (CI-1040)","3.3",16.872131148,0.1995,-8.81338797768306,NA
"PD184352 (CI-1040)","3.3",17.038797814,0.204,-8.64672131168306,NA
"PD184352 (CI-1040)","3.3",17.205464481,0.2061,-8.48005464468306,NA
"PD184352 (CI-1040)","3.3",17.372131148,0.2108,-8.31338797768306,NA
"PD184352 (CI-1040)","3.3",17.538797814,0.2148,-8.14672131168306,NA
"PD184352 (CI-1040)","3.3",17.705464481,0.2165,-7.98005464468306,NA
"PD184352 (CI-1040)","3.3",17.872131148,0.2194,-7.81338797768306,NA
"PD184352 (CI-1040)","3.3",18.038797814,0.2264,-7.64672131168306,NA
"PD184352 (CI-1040)","3.3",18.205464481,0.231,-7.48005464468306,NA
"PD184352 (CI-1040)","3.3",18.372131148,0.2336,-7.31338797768306,NA
"PD184352 (CI-1040)","3.3",18.538797814,0.238,-7.14672131168306,NA
"PD184352 (CI-1040)","3.3",18.705464481,0.238,-6.98005464468306,NA
"PD184352 (CI-1040)","3.3",18.872131148,0.2419,-6.81338797768306,NA
"PD184352 (CI-1040)","3.3",19.038797814,0.2453,-6.64672131168306,NA
"PD184352 (CI-1040)","3.3",19.205464481,0.2494,-6.48005464468306,NA
"PD184352 (CI-1040)","3.3",19.372131148,0.2545,-6.31338797768306,NA
"PD184352 (CI-1040)","3.3",19.538797814,0.2567,-6.14672131168306,NA
"PD184352 (CI-1040)","3.3",19.705464481,0.2643,-5.98005464468306,NA
"PD184352 (CI-1040)","3.3",19.872131148,0.2683,-5.81338797768306,NA
"PD184352 (CI-1040)","3.3",20.038797814,0.2774,-5.64672131168306,NA
"PD184352 (CI-1040)","3.3",20.205464481,0.2837,-5.48005464468306,NA
"PD184352 (CI-1040)","3.3",20.372131148,0.2905,-5.31338797768306,NA
"PD184352 (CI-1040)","3.3",20.538797814,0.2943,-5.14672131168306,NA
"PD184352 (CI-1040)","3.3",20.705464481,0.3,-4.98005464468306,NA
"PD184352 (CI-1040)","3.3",20.872131148,0.3042,-4.81338797768306,NA
"PD184352 (CI-1040)","3.3",21.038797814,0.3073,-4.64672131168306,NA
"PD184352 (CI-1040)","3.3",21.205464481,0.3147,-4.48005464468306,NA
"PD184352 (CI-1040)","3.3",21.372131148,0.3179,-4.31338797768306,NA
"PD184352 (CI-1040)","3.3",21.538797814,0.322,-4.14672131168306,NA
"PD184352 (CI-1040)","3.3",21.705464481,0.327,-3.98005464468306,NA
"PD184352 (CI-1040)","3.3",21.872131148,0.3327,-3.81338797768306,NA
"PD184352 (CI-1040)","3.3",22.038797814,0.3421,-3.64672131168306,NA
"PD184352 (CI-1040)","3.3",22.205464481,0.3494,-3.48005464468306,NA
"PD184352 (CI-1040)","3.3",22.372131148,0.3517,-3.31338797768306,NA
"PD184352 (CI-1040)","3.3",22.538797814,0.3572,-3.14672131168306,NA
"PD184352 (CI-1040)","3.3",22.705464481,0.3584,-2.98005464468306,NA
"PD184352 (CI-1040)","3.3",22.872404372,0.3656,-2.81311475368306,NA
"PD184352 (CI-1040)","3.3",23.039071038,0.3713,-2.64644808768306,NA
"PD184352 (CI-1040)","3.3",23.205737705,0.3782,-2.47978142068306,NA
"PD184352 (CI-1040)","3.3",23.372404372,0.381,-2.31311475368306,NA
"PD184352 (CI-1040)","3.3",23.539071038,0.3873,-2.14644808768306,NA
"PD184352 (CI-1040)","3.3",23.705737705,0.3904,-1.97978142068306,NA
"PD184352 (CI-1040)","3.3",23.872404372,0.4009,-1.81311475368306,NA
"PD184352 (CI-1040)","3.3",24.039071038,0.4069,-1.64644808768306,NA
"PD184352 (CI-1040)","3.3",24.205737705,0.4094,-1.47978142068306,NA
"PD184352 (CI-1040)","3.3",24.372404372,0.4112,-1.31311475368306,NA
"PD184352 (CI-1040)","3.3",24.539071038,0.4252,-1.14644808768306,NA
"PD184352 (CI-1040)","3.3",24.705737705,0.4322,-0.979781420683061,NA
"PD184352 (CI-1040)","3.3",24.872404372,0.4296,-0.813114753683063,NA
"PD184352 (CI-1040)","3.3",25.039071038,0.4398,-0.646448087683062,NA
"PD184352 (CI-1040)","3.3",25.203278689,0.4488,-0.48224043668306,NA
"PD184352 (CI-1040)","3.3",25.369945355,0.4566,-0.315573770683063,NA
"PD184352 (CI-1040)","3.3",25.56147541,0.4378,-0.124043715683062,NA
"PD184352 (CI-1040)","3.3",25.571311475,0.4442,-0.11420765068306,NA
"PD184352 (CI-1040)","3.3",25.587978142,0.4508,-0.0975409836830607,NA
"PD184352 (CI-1040)","3.3",25.60273224,0.4735,-0.0827868856830598,NA
"PD184352 (CI-1040)","3.3",25.619398907,0.4699,-0.0661202186830607,NA
"PD184352 (CI-1040)","3.3",25.636065574,0.4648,-0.0494535516830616,NA
"PD184352 (CI-1040)","3.3",25.65273224,0.4686,-0.0327868856830626,NA
"PD184352 (CI-1040)","3.3",25.669398907,0.4618,-0.01612021868306,NA
"PD184352 (CI-1040)","3.3",25.685519126,0.459,3.16937587285793e-10,NA
"PD184352 (CI-1040)","3.3",25.701639344,0.4577,0.0161202183169387,NA
"PD184352 (CI-1040)","3.3",25.718306011,0.458,0.0327868853169377,NA
"PD184352 (CI-1040)","3.3",25.734972678,0.457,0.0494535523169368,NA
"PD184352 (CI-1040)","3.3",25.751639344,0.4509,0.0661202183169394,NA
"PD184352 (CI-1040)","3.3",25.768306011,0.4467,0.0827868853169385,NA
"PD184352 (CI-1040)","3.3",25.784972678,0.4432,0.0994535523169375,NA
"PD184352 (CI-1040)","3.3",25.801639344,0.443,0.11612021831694,NA
"PD184352 (CI-1040)","3.3",25.818306011,0.4402,0.132786885316939,NA
"PD184352 (CI-1040)","3.3",25.83442623,0.4401,0.148907104316937,NA
"PD184352 (CI-1040)","3.3",25.850546448,0.4354,0.165027322316938,NA
"PD184352 (CI-1040)","3.3",25.867213115,0.4361,0.181693989316937,NA
"PD184352 (CI-1040)","3.3",25.883879781,0.4368,0.198360655316939,NA
"PD184352 (CI-1040)","3.3",25.900546448,0.4391,0.215027322316939,NA
"PD184352 (CI-1040)","3.3",25.917213115,0.4397,0.231693989316938,NA
"PD184352 (CI-1040)","3.3",25.933879781,0.4325,0.24836065531694,NA
"PD184352 (CI-1040)","3.3",25.950546448,0.4336,0.265027322316939,NA
"PD184352 (CI-1040)","3.3",25.966666667,0.4347,0.281147541316937,NA
"PD184352 (CI-1040)","3.3",25.983333333,0.4331,0.297814207316939,NA
"PD184352 (CI-1040)","3.3",26,0.4276,0.314480874316938,NA
"PD184352 (CI-1040)","3.3",26.016666667,0.429,0.331147541316938,NA
"PD184352 (CI-1040)","3.3",26.033333333,0.4273,0.34781420731694,NA
"PD184352 (CI-1040)","3.3",26.05,0.4293,0.364480874316939,NA
"PD184352 (CI-1040)","3.3",26.066666667,0.4215,0.381147541316938,NA
"PD184352 (CI-1040)","3.3",26.082513661,0.4258,0.396994535316939,NA
"PD184352 (CI-1040)","3.3",26.099180328,0.4194,0.413661202316938,NA
"PD184352 (CI-1040)","3.3",26.115846995,0.4253,0.430327869316937,NA
"PD184352 (CI-1040)","3.3",26.131967213,0.4171,0.446448087316938,NA
"PD184352 (CI-1040)","3.3",26.14863388,0.419,0.463114754316937,NA
"PD184352 (CI-1040)","3.3",26.165300546,0.4123,0.479781420316939,NA
"PD184352 (CI-1040)","3.3",26.181967213,0.414,0.496448087316939,NA
"PD184352 (CI-1040)","3.3",26.19863388,0.4073,0.513114754316938,NA
"PD184352 (CI-1040)","3.3",26.215300546,0.4061,0.52978142031694,NA
"PD184352 (CI-1040)","3.3",26.231420765,0.4067,0.545901639316938,NA
"PD184352 (CI-1040)","3.3",26.248087432,0.407,0.562568306316937,NA
"PD184352 (CI-1040)","3.3",26.264754098,0.4051,0.579234972316939,NA
"PD184352 (CI-1040)","3.3",26.281420765,0.3991,0.595901639316939,NA
"PD184352 (CI-1040)","3.3",26.297540984,0.4066,0.61202185831694,NA
"PD184352 (CI-1040)","3.3",26.31420765,0.4013,0.628688524316939,NA
"PD184352 (CI-1040)","3.3",26.330327869,0.4029,0.64480874331694,NA
"PD184352 (CI-1040)","3.3",26.346994536,0.3987,0.661475410316939,NA
"PD184352 (CI-1040)","3.3",26.363661202,0.3995,0.678142076316938,NA
"PD184352 (CI-1040)","3.3",26.380327869,0.3948,0.694808743316937,NA
"PD184352 (CI-1040)","3.3",26.396994536,0.3926,0.71147541031694,NA
"PD184352 (CI-1040)","3.3",26.413114754,0.3908,0.727595628316937,NA
"PD184352 (CI-1040)","3.3",26.429781421,0.3952,0.74426229531694,NA
"PD184352 (CI-1040)","3.3",26.446448087,0.394,0.760928961316939,NA
"PD184352 (CI-1040)","3.3",26.463114754,0.3931,0.777595628316938,NA
"PD184352 (CI-1040)","3.3",26.479781421,0.3893,0.794262295316937,NA
"PD184352 (CI-1040)","3.3",26.495901639,0.3911,0.810382513316938,NA
